Date,Open,High,Low,Close,Adj Close,Volume
2024-03-11,403.760009765625,405.6799926757813,401.260009765625,404.5199890136719,403.0651550292969,16120800
2024-03-12,407.6199951171875,415.5700073242187,406.7900085449219,415.2799987792969,413.7864685058594,22457000
2024-03-13,418.1000061035156,418.1799926757813,411.4500122070313,415.1000061035156,413.6071472167969,17115900
2024-03-14,420.239990234375,427.8200073242187,417.989990234375,425.2200012207031,423.6907348632813,34157300
2024-03-15,419.2900085449219,422.6000061035156,412.7900085449219,416.4200134277344,414.9223937988281,45049800
2024-03-18,414.25,420.7300109863281,413.7799987792969,417.3200073242187,415.8191528320313,20106000
2024-03-19,417.8299865722656,421.6700134277344,415.5499877929687,421.4100036621094,419.8944396972656,19837900
2024-03-20,422.0,425.9599914550781,420.6600036621094,425.2300109863281,423.7007141113281,17860100
2024-03-21,429.8299865722656,430.8200073242187,427.1600036621094,429.3699951171875,427.8258056640625,21296200
2024-03-22,429.7000122070313,429.8599853515625,426.0700073242187,428.739990234375,427.1980590820313,17636500
2024-03-25,425.239990234375,427.4100036621094,421.6099853515625,422.8599853515625,421.3392028808594,18060500
2024-03-26,425.6099853515625,425.989990234375,421.3500061035156,421.6499938964844,420.133544921875,16725600
2024-03-27,424.44000244140625,424.4500122070313,419.010009765625,421.4299926757813,419.9143371582031,16705000
2024-03-28,420.9599914550781,421.8699951171875,419.1199951171875,420.7200012207031,419.2069091796875,21871200
2024-04-01,423.9500122070313,427.8900146484375,422.2200012207031,424.5700073242187,423.0430908203125,16316000
2024-04-02,420.1099853515625,422.3800048828125,417.8399963378906,421.44000244140625,419.9243469238281,17912000
2024-04-03,419.7300109863281,423.260009765625,419.0899963378906,420.4500122070313,418.9378967285156,16502300
2024-04-04,424.989990234375,428.6700134277344,417.5700073242187,417.8800048828125,416.3771362304687,19370900
2024-04-05,420.010009765625,426.510009765625,418.3200073242187,425.5199890136719,423.9896545410156,16544300
2024-04-08,425.1700134277344,427.2799987792969,423.2999877929687,424.5899963378906,423.06298828125,14272400
2024-04-09,426.44000244140625,427.739990234375,421.6199951171875,426.2799987792969,424.7469177246094,12512300
2024-04-10,422.19000244140625,424.0299987792969,419.7000122070313,423.260009765625,421.73779296875,16216600
2024-04-11,425.8200073242187,429.3699951171875,422.3599853515625,427.9299926757813,426.3909912109375,17966400
2024-04-12,424.0499877929687,425.1799926757813,419.7699890136719,421.8999938964844,420.3826904296875,19232100
2024-04-15,426.6000061035156,426.8200073242187,413.4299926757813,413.6400146484375,412.15240478515625,20273500
2024-04-16,414.5700073242187,418.3999938964844,413.7300109863281,414.5799865722656,413.0889892578125,16765600
2024-04-17,417.25,418.8800048828125,410.3299865722656,411.8399963378906,410.3588562011719,15855500
2024-04-18,410.6300048828125,411.8900146484375,403.9500122070313,404.2699890136719,402.8160705566406,21029900
2024-04-19,404.0299987792969,405.4800109863281,397.7699890136719,399.1199951171875,397.6846008300781,30276500
2024-04-22,400.0799865722656,402.8500061035156,395.75,400.9599914550781,399.5179748535156,20286900
2024-04-23,404.239990234375,408.2000122070313,403.05999755859375,407.5700073242187,406.1042175292969,15734500
2024-04-24,409.55999755859375,412.4700012207031,406.7799987792969,409.05999755859375,407.5888366699219,15065300
2024-04-25,394.0299987792969,399.8900146484375,388.0299987792969,399.0400085449219,397.6048889160156,40586500
2024-04-26,412.1700134277344,413.0,405.760009765625,406.3200073242187,404.8587341308594,29694700
2024-04-29,405.25,406.3200073242187,399.19000244140625,402.25,400.8033447265625,19582100
2024-04-30,401.489990234375,402.1600036621094,389.1700134277344,389.3299865722656,387.9297790527344,28781400
2024-05-01,392.6099853515625,401.7200012207031,390.30999755859375,394.94000244140625,393.5196228027344,23562500
